

Kode,Tanggal,Open,Close,Change(Rp),Change(%),Volume
FREN,2016-10-25,61,60,-1,-1.64,292200,
FREN,2016-10-24,60,61,1,1.67,1035100,
FREN,2016-10-21,59,60,1,1.69,1652800,
FREN,2016-10-20,58,59,1,1.72,14289600,
FREN,2016-10-19,58,58,0,0.00,773700,
FREN,2016-10-18,58,58,0,0.00,695100,
FREN,2016-10-17,58,58,0,0.00,1286600,
FREN,2016-10-14,58,58,0,0.00,565900,
FREN,2016-10-13,59,58,-1,-1.69,600000,
FREN,2016-10-12,56,59,3,5.36,7950100,
FREN,2016-10-11,58,56,-2,-3.45,3730100,
FREN,2016-10-10,59,58,-1,-1.69,384700,
FREN,2016-10-07,58,59,1,1.72,581400,
FREN,2016-10-06,57,58,1,1.75,1426000,
FREN,2016-10-05,58,57,-1,-1.72,1153500,
FREN,2016-10-04,57,58,1,1.75,1390500,
FREN,2016-10-03,59,57,-2,-3.39,3387100,
FREN,2016-09-30,56,59,3,5.36,1440500,
FREN,2016-09-29,59,56,-3,-5.08,4127800,
FREN,2016-09-28,60,59,-1,-1.67,977800,
FREN,2016-09-27,61,60,-1,-1.64,406400,
FREN,2016-09-26,62,61,-1,-1.61,3124000,
FREN,2016-09-22,62,63,1,1.61,4078400,
FREN,2016-09-21,62,62,0,0.00,1016000,
FREN,2016-09-20,60,62,2,3.33,2916100,
FREN,2016-09-19,61,60,-1,-1.64,1619200,
FREN,2016-09-16,62,61,-1,-1.61,172800,
FREN,2016-09-15,60,62,2,3.33,1408300,
FREN,2016-09-14,62,60,-2,-3.23,2523400,
FREN,2016-09-13,63,62,-1,-1.59,1207600,
FREN,2016-09-09,64,63,-1,-1.56,991000,
FREN,2016-09-08,64,64,0,0.00,318500,
FREN,2016-09-06,65,64,-1,-1.54,656900,
FREN,2016-09-05,65,65,0,0.00,4636000,
FREN,2016-09-02,64,65,1,1.56,1390500,
FREN,2016-09-01,65,64,-1,-1.54,2054600,
FREN,2016-08-31,66,65,-1,-1.52,2147600,
FREN,2016-08-30,67,66,-1,-1.49,1890100,
FREN,2016-08-29,68,67,-1,-1.47,1278300,
FREN,2016-08-26,69,68,-1,-1.45,8037200,
FREN,2016-08-25,68,69,1,1.47,8746800,
FREN,2016-08-24,70,68,-2,-2.86,1778400,
FREN,2016-08-23,70,70,0,0.00,3797700,
FREN,2016-08-22,71,70,-1,-1.41,4296800,
FREN,2016-08-19,71,71,0,0.00,2700600,
FREN,2016-08-18,71,71,0,0.00,2955500,
FREN,2016-08-16,71,71,0,0.00,2187600,
FREN,2016-08-15,73,71,-2,-2.74,6237900,
FREN,2016-08-12,73,73,0,0.00,11369500,
FREN,2016-08-11,70,73,3,4.29,6425000,
FREN,2016-08-10,70,70,0,0.00,9215800,
FREN,2016-08-09,72,70,-2,-2.78,6212200,
FREN,2016-08-08,72,72,0,0.00,917500,
FREN,2016-08-05,72,72,0,0.00,1251000,
FREN,2016-08-04,74,72,-2,-2.70,4622900,
FREN,2016-08-03,74,74,0,0.00,784500,
FREN,2016-08-02,75,74,-1,-1.33,2154100,
FREN,2016-08-01,74,75,1,1.35,2240700,
FREN,2016-07-29,74,74,0,0.00,4846400,
FREN,2016-07-28,74,74,0,0.00,5602400,
FREN,2016-07-27,73,74,1,1.37,9121500,
FREN,2016-07-26,74,73,-1,-1.35,2602900,
FREN,2016-07-25,76,74,-2,-2.63,12686300,
FREN,2016-07-22,76,76,0,0.00,7527000,
FREN,2016-07-21,80,76,-4,-5.00,9928400,
FREN,2016-07-20,74,80,6,8.11,65917700,
FREN,2016-07-19,73,74,1,1.37,3329500,
FREN,2016-07-18,74,73,-1,-1.35,7211000,
FREN,2016-07-15,74,74,0,0.00,6847500,
FREN,2016-07-14,70,74,4,5.71,27898100,
FREN,2016-07-13,70,70,0,0.00,3033200,
FREN,2016-07-12,69,70,1,1.45,1714600,
FREN,2016-07-11,70,69,-1,-1.43,2164800,
FREN,2016-07-01,69,70,1,1.45,959500,
FREN,2016-06-30,69,69,0,0.00,10166000,
FREN,2016-06-29,67,69,2,2.99,6728600,
FREN,2016-06-28,66,67,1,1.52,1301600,
FREN,2016-06-27,67,66,-1,-1.49,188900,
FREN,2016-06-24,68,67,-1,-1.47,294800,
FREN,2016-06-23,67,68,1,1.49,1737300,
FREN,2016-06-22,69,67,-2,-2.90,5635300,
FREN,2016-06-21,69,69,0,0.00,3413200,
FREN,2016-06-20,66,69,3,4.55,7980000,
FREN,2016-06-17,66,66,0,0.00,1960300,
FREN,2016-06-16,66,66,0,0.00,4745700,
FREN,2016-06-15,66,66,0,0.00,2017500,
FREN,2016-06-14,67,66,-1,-1.49,1700900,
FREN,2016-06-13,68,67,-1,-1.47,545900,
FREN,2016-06-10,69,68,-1,-1.45,2309600,
FREN,2016-06-09,68,69,1,1.47,731900,
FREN,2016-06-08,70,68,-2,-2.86,2055600,
FREN,2016-06-07,70,70,0,0.00,567000,
FREN,2016-06-06,70,70,0,0.00,931400,
FREN,2016-06-03,71,70,-1,-1.41,2757400,
FREN,2016-06-02,74,71,-3,-4.05,1539700,
FREN,2016-06-01,73,74,1,1.37,1277000,
FREN,2016-05-31,74,73,-1,-1.35,1774200,
FREN,2016-05-30,72,74,2,2.78,5419600,
FREN,2016-05-27,71,72,1,1.41,3313400,
FREN,2016-05-26,70,71,1,1.43,2869300,
FREN,2016-05-25,69,70,1,1.45,1333100,
FREN,2016-05-24,70,69,-1,-1.43,470000,
FREN,2016-05-23,70,70,0,0.00,660800,
FREN,2016-05-20,69,70,1,1.45,935700,
FREN,2016-05-19,69,69,0,0.00,952200,
FREN,2016-05-18,67,69,2,2.99,5501900,
FREN,2016-05-17,65,67,2,3.08,5354000,
FREN,2016-05-16,67,65,-2,-2.99,3117200,
FREN,2016-05-13,69,67,-2,-2.90,4241200,
FREN,2016-05-12,73,69,-4,-5.48,3337600,
FREN,2016-05-11,71,73,2,2.82,350100,
FREN,2016-05-10,72,71,-1,-1.39,1507000,
FREN,2016-05-09,73,72,-1,-1.37,385400,
FREN,2016-05-04,75,73,-2,-2.67,1526500,
FREN,2016-05-03,72,75,3,4.17,14270600,
FREN,2016-05-02,72,72,0,0.00,444100,
FREN,2016-04-29,73,72,-1,-1.37,1289500,
FREN,2016-04-28,73,73,0,0.00,6083500,
FREN,2016-04-27,74,73,-1,-1.35,2756200,
FREN,2016-04-26,74,74,0,0.00,1908800,
FREN,2016-04-25,74,74,0,0.00,1215400,
FREN,2016-04-22,76,74,-2,-2.63,1398300,
FREN,2016-04-21,72,76,4,5.56,9460500,
FREN,2016-04-20,74,72,-2,-2.70,775200,
FREN,2016-04-19,75,74,-1,-1.33,1034800,
FREN,2016-04-18,71,75,4,5.63,1291100,
FREN,2016-04-15,72,71,-1,-1.39,632600,
FREN,2016-04-14,75,72,-3,-4.00,1817000,
FREN,2016-04-13,71,75,4,5.63,3194900,
FREN,2016-04-12,71,71,0,0.00,2417100,
FREN,2016-04-11,74,71,-3,-4.05,2729600,
FREN,2016-04-08,75,74,-1,-1.33,2704200,
FREN,2016-04-07,73,75,2,2.74,4730100,
FREN,2016-04-06,74,73,-1,-1.35,3875800,
FREN,2016-04-05,77,74,-3,-3.90,5646300,
FREN,2016-04-04,81,77,-4,-4.94,7626700,
FREN,2016-04-01,79,81,2,2.53,26049900,
FREN,2016-03-31,87,79,-8,-9.20,20122900,
FREN,2016-03-30,70,87,17,24.29,57764300,
FREN,2016-03-29,69,70,1,1.45,2726300,
FREN,2016-03-28,74,69,-5,-6.76,3761200,
FREN,2016-03-24,82,74,-8,-9.76,22758600,
FREN,2016-03-23,67,82,15,22.39,58085000,
FREN,2016-03-22,66,67,1,1.52,8493700,
FREN,2016-03-21,66,66,0,0.00,21633000,
FREN,2016-03-18,59,66,7,11.86,26754700,
FREN,2016-03-17,61,59,-2,-3.28,9035500,
FREN,2016-03-16,58,61,3,5.17,13908200,
FREN,2016-03-15,55,58,3,5.45,17079900,
FREN,2016-03-14,50,55,5,10.00,22707900,
FREN,2016-03-11,50,50,0,0.00,1110500,
FREN,2016-03-10,50,50,0,0.00,338100,
FREN,2016-03-08,51,50,-1,-1.96,713600,
FREN,2016-03-07,51,51,0,0.00,3849600,
FREN,2016-03-04,51,51,0,0.00,784900,
FREN,2016-03-03,51,51,0,0.00,264900,
FREN,2016-03-02,50,51,1,2.00,845100,
FREN,2016-03-01,50,50,0,0.00,1107800,
FREN,2016-02-29,50,50,0,0.00,209400,
FREN,2016-02-26,50,50,0,0.00,314000,
FREN,2016-02-25,50,50,0,0.00,3035900,
FREN,2016-02-24,51,50,-1,-1.96,725600,
FREN,2016-02-23,51,51,0,0.00,326000,
FREN,2016-02-22,51,51,0,0.00,278000,
FREN,2016-02-19,50,51,1,2.00,131500,
FREN,2016-02-18,50,50,0,0.00,315200,
FREN,2016-02-17,50,50,0,0.00,28600,
FREN,2016-02-16,50,50,0,0.00,560500,
FREN,2016-02-15,50,50,0,0.00,465300,
FREN,2016-02-12,50,50,0,0.00,82800,
FREN,2016-02-11,51,50,-1,-1.96,376900,
FREN,2016-02-10,50,51,1,2.00,2291100,
FREN,2016-02-09,50,50,0,0.00,600,
FREN,2016-02-05,50,50,0,0.00,8000,
FREN,2016-02-04,50,50,0,0.00,27100,
FREN,2016-02-03,50,50,0,0.00,2100,
FREN,2016-02-02,50,50,0,0.00,81200,
FREN,2016-02-01,50,50,0,0.00,19400,
FREN,2016-01-29,50,50,0,0.00,228000,
FREN,2016-01-28,51,50,-1,-1.96,232000,
FREN,2016-01-27,51,51,0,0.00,742400,
FREN,2016-01-26,50,51,1,2.00,619700,
FREN,2016-01-25,51,50,-1,-1.96,55600,
FREN,2016-01-22,50,51,1,2.00,766000,
FREN,2016-01-21,51,50,-1,-1.96,555200,
FREN,2016-01-20,50,51,1,2.00,247200,
FREN,2016-01-19,51,50,-1,-1.96,528000,
FREN,2016-01-18,52,51,-1,-1.92,377300,
FREN,2016-01-15,50,52,2,4.00,699600,
FREN,2016-01-14,50,50,0,0.00,291100,
FREN,2016-01-13,50,50,0,0.00,753700,
FREN,2016-01-12,50,50,0,0.00,579500,
FREN,2016-01-11,51,50,-1,-1.96,309800,
FREN,2016-01-08,50,51,1,2.00,1265300,
FREN,2016-01-07,51,50,-1,-1.96,2345800,
FREN,2016-01-06,51,51,0,0.00,425700,
FREN,2016-01-05,51,51,0,0.00,162000,
FREN,2016-01-04,51,51,0,0.00,450100,
