

Kode,Tanggal,Open,Close,Change(Rp),Change(%),Volume
TLKM,2016-10-21,4200,4210,10,0.24,32147200,
TLKM,2016-10-20,4200,4200,0,0.00,49146300,
TLKM,2016-10-19,4230,4200,-30,-0.71,39787500,
TLKM,2016-10-18,4240,4230,-10,-0.24,47811100,
TLKM,2016-10-17,4210,4240,30,0.71,62848500,
TLKM,2016-10-14,4180,4210,30,0.72,127750100,
TLKM,2016-10-13,4140,4180,40,0.97,95797800,
TLKM,2016-10-12,4160,4140,-20,-0.48,77235200,
TLKM,2016-10-11,4160,4160,0,0.00,95073200,
TLKM,2016-10-10,4200,4160,-40,-0.95,33361000,
TLKM,2016-10-07,4210,4200,-10,-0.24,50796000,
TLKM,2016-10-06,4300,4210,-90,-2.09,83690900,
TLKM,2016-10-05,4360,4300,-60,-1.38,64563500,
TLKM,2016-10-04,4380,4360,-20,-0.46,69761200,
TLKM,2016-10-03,4310,4380,70,1.62,58639700,
TLKM,2016-09-30,4290,4310,20,0.47,137113000,
TLKM,2016-09-29,4250,4290,40,0.94,130275100,
TLKM,2016-09-28,4280,4250,-30,-0.70,66963300,
TLKM,2016-09-27,4240,4280,40,0.94,106582800,
TLKM,2016-09-26,4230,4240,10,0.24,78037000,
TLKM,2016-09-22,4200,4230,30,0.71,159174700,
TLKM,2016-09-21,4160,4200,40,0.96,97627500,
TLKM,2016-09-20,4200,4160,-40,-0.95,88244400,
TLKM,2016-09-19,4090,4200,110,2.69,74240200,
TLKM,2016-09-16,4140,4090,-50,-1.21,138669100,
TLKM,2016-09-15,3970,4140,170,4.28,113131600,
TLKM,2016-09-14,4050,3970,-80,-1.98,107944800,
TLKM,2016-09-13,4050,4050,0,0.00,123714900,
TLKM,2016-09-09,4160,4050,-110,-2.64,120404300,
TLKM,2016-09-08,4210,4160,-50,-1.19,64125200,
TLKM,2016-09-06,4200,4240,40,0.95,48004000,
TLKM,2016-09-05,4200,4200,0,0.00,49860400,
TLKM,2016-09-02,4160,4200,40,0.96,67797200,
TLKM,2016-09-01,4210,4160,-50,-1.19,73019400,
TLKM,2016-08-31,4170,4210,40,0.96,119001300,
TLKM,2016-08-30,4140,4170,30,0.72,89405700,
TLKM,2016-08-29,4210,4140,-70,-1.66,86940700,
TLKM,2016-08-26,4220,4210,-10,-0.24,55203100,
TLKM,2016-08-25,4220,4220,0,0.00,85476500,
TLKM,2016-08-24,4220,4220,0,0.00,77672300,
TLKM,2016-08-23,4160,4220,60,1.44,135968200,
TLKM,2016-08-22,4140,4160,20,0.48,90760300,
TLKM,2016-08-19,4250,4140,-110,-2.59,117134200,
TLKM,2016-08-18,4140,4250,110,2.66,199163900,
TLKM,2016-08-16,4090,4140,50,1.22,125421200,
TLKM,2016-08-15,4230,4090,-140,-3.31,126444800,
TLKM,2016-08-12,4280,4230,-50,-1.17,123190100,
TLKM,2016-08-11,4320,4280,-40,-0.93,91165100,
TLKM,2016-08-10,4370,4320,-50,-1.14,71874800,
TLKM,2016-08-09,4400,4370,-30,-0.68,65888400,
TLKM,2016-08-08,4350,4400,50,1.15,64572500,
TLKM,2016-08-05,4320,4350,30,0.69,58295600,
TLKM,2016-08-04,4270,4320,50,1.17,77484900,
TLKM,2016-08-03,4370,4270,-100,-2.29,108295900,
TLKM,2016-08-02,4550,4370,-180,-3.96,97621900,
TLKM,2016-08-01,4230,4550,320,7.57,138151900,
TLKM,2016-07-29,4340,4230,-110,-2.53,123234300,
TLKM,2016-07-28,4340,4340,0,0.00,90945600,
TLKM,2016-07-27,4250,4340,90,2.12,108887200,
TLKM,2016-07-26,4180,4250,70,1.67,85360000,
TLKM,2016-07-25,4110,4180,70,1.70,53817300,
TLKM,2016-07-22,4120,4110,-10,-0.24,49795000,
TLKM,2016-07-21,4190,4120,-70,-1.67,69990500,
TLKM,2016-07-20,4160,4190,30,0.72,47233600,
TLKM,2016-07-19,4140,4160,20,0.48,73777600,
TLKM,2016-07-18,4200,4140,-60,-1.43,53918600,
TLKM,2016-07-15,4110,4200,90,2.19,109258400,
TLKM,2016-07-14,4260,4110,-150,-3.52,131505700,
TLKM,2016-07-13,4100,4260,160,3.90,95845300,
TLKM,2016-07-12,4070,4100,30,0.74,143787700,
TLKM,2016-07-11,3970,4070,100,2.52,270804800,
TLKM,2016-07-01,3980,3970,-10,-0.25,98381900,
TLKM,2016-06-30,3970,3980,10,0.25,96453900,
TLKM,2016-06-29,3820,3970,150,3.93,121327700,
TLKM,2016-06-28,3840,3820,-20,-0.52,169594500,
TLKM,2016-06-27,3820,3840,20,0.52,61613600,
TLKM,2016-06-24,3860,3820,-40,-1.04,87594500,
TLKM,2016-06-23,3870,3860,-10,-0.26,37990600,
TLKM,2016-06-22,3870,3870,0,0.00,62121300,
TLKM,2016-06-21,3850,3870,20,0.52,53484100,
TLKM,2016-06-20,3890,3850,-40,-1.03,54544000,
TLKM,2016-06-17,3880,3890,10,0.26,80835200,
TLKM,2016-06-16,3810,3880,70,1.84,90883500,
TLKM,2016-06-15,3770,3810,40,1.06,59658600,
TLKM,2016-06-14,3760,3770,10,0.27,43865800,
TLKM,2016-06-13,3750,3760,10,0.27,51886300,
TLKM,2016-06-10,3770,3750,-20,-0.53,53233600,
TLKM,2016-06-09,3790,3770,-20,-0.53,113035900,
TLKM,2016-06-08,3910,3790,-120,-3.07,193251000,
TLKM,2016-06-07,3880,3910,30,0.77,86501400,
TLKM,2016-06-06,3800,3880,80,2.11,72380600,
TLKM,2016-06-03,3770,3800,30,0.80,62133700,
TLKM,2016-06-02,3720,3770,50,1.34,87912100,
TLKM,2016-06-01,3700,3720,20,0.54,67998100,
TLKM,2016-05-31,3700,3700,0,0.00,182229000,
TLKM,2016-05-30,3760,3700,-60,-1.60,23090100,
TLKM,2016-05-27,3770,3760,-10,-0.27,31023300,
TLKM,2016-05-26,3780,3770,-10,-0.26,37338500,
TLKM,2016-05-25,3730,3780,50,1.34,58455600,
TLKM,2016-05-24,3710,3730,20,0.54,57819500,
TLKM,2016-05-23,3640,3710,70,1.92,50914600,
TLKM,2016-05-20,3630,3640,10,0.28,90193000,
TLKM,2016-05-19,3740,3630,-110,-2.94,116976600,
TLKM,2016-05-18,3720,3740,20,0.54,83954800,
TLKM,2016-05-17,3720,3720,0,0.00,64899500,
TLKM,2016-05-16,3690,3720,30,0.81,122085600,
TLKM,2016-05-13,3760,3690,-70,-1.86,85983800,
TLKM,2016-05-12,3720,3760,40,1.08,142320700,
TLKM,2016-05-11,3700,3720,20,0.54,84834700,
TLKM,2016-05-10,3610,3700,90,2.49,101558100,
TLKM,2016-05-09,3490,3610,120,3.44,157422300,
TLKM,2016-05-04,3440,3490,50,1.45,153451200,
TLKM,2016-05-03,3450,3440,-10,-0.29,156357700,
TLKM,2016-05-02,3550,3450,-100,-2.82,175519300,
TLKM,2016-04-29,3595,3550,-45,-1.25,225310200,
TLKM,2016-04-28,3700,3595,-105,-2.84,160377500,
TLKM,2016-04-27,3645,3700,55,1.51,74476000,
TLKM,2016-04-26,3780,3645,-135,-3.57,122013000,
TLKM,2016-04-25,3685,3780,95,2.58,114861000,
TLKM,2016-04-22,3630,3685,55,1.52,145345500,
TLKM,2016-04-21,3585,3630,45,1.26,94208900,
TLKM,2016-04-20,3650,3585,-65,-1.78,94939200,
TLKM,2016-04-19,3620,3650,30,0.83,111201900,
TLKM,2016-04-18,3500,3620,120,3.43,121698800,
TLKM,2016-04-15,3390,3500,110,3.24,110433300,
TLKM,2016-04-14,3395,3390,-5,-0.15,57896600,
TLKM,2016-04-13,3400,3395,-5,-0.15,46316200,
TLKM,2016-04-12,3380,3400,20,0.59,52196200,
TLKM,2016-04-11,3445,3380,-65,-1.89,78293400,
TLKM,2016-04-08,3400,3445,45,1.32,54809700,
TLKM,2016-04-07,3405,3400,-5,-0.15,77205400,
TLKM,2016-04-06,3375,3405,30,0.89,63554500,
TLKM,2016-04-05,3380,3375,-5,-0.15,69798700,
TLKM,2016-04-04,3350,3380,30,0.90,69422300,
TLKM,2016-04-01,3325,3350,25,0.75,79809200,
TLKM,2016-03-31,3345,3325,-20,-0.60,120747500,
TLKM,2016-03-30,3300,3345,45,1.36,140480200,
TLKM,2016-03-29,3305,3300,-5,-0.15,117103200,
TLKM,2016-03-28,3325,3305,-20,-0.60,60692300,
TLKM,2016-03-24,3305,3325,20,0.61,106657100,
TLKM,2016-03-23,3420,3305,-115,-3.36,201671300,
TLKM,2016-03-22,3470,3420,-50,-1.44,123088800,
TLKM,2016-03-21,3460,3470,10,0.29,55410700,
TLKM,2016-03-18,3455,3460,5,0.14,141609900,
TLKM,2016-03-17,3440,3455,15,0.44,81984200,
TLKM,2016-03-16,3380,3440,60,1.78,45874600,
TLKM,2016-03-15,3470,3380,-90,-2.59,95058500,
TLKM,2016-03-14,3380,3470,90,2.66,92173700,
TLKM,2016-03-11,3315,3380,65,1.96,83403800,
TLKM,2016-03-10,3390,3315,-75,-2.21,163244500,
TLKM,2016-03-08,3395,3390,-5,-0.15,109167700,
TLKM,2016-03-07,3415,3395,-20,-0.59,63623500,
TLKM,2016-03-04,3430,3415,-15,-0.44,87747700,
TLKM,2016-03-03,3340,3430,90,2.69,107648600,
TLKM,2016-03-02,3295,3340,45,1.37,110289200,
TLKM,2016-03-01,3250,3295,45,1.38,63318600,
TLKM,2016-02-29,3310,3250,-60,-1.81,102104500,
TLKM,2016-02-26,3300,3310,10,0.30,53507400,
TLKM,2016-02-25,3230,3300,70,2.17,95590800,
TLKM,2016-02-24,3220,3230,10,0.31,69789500,
TLKM,2016-02-23,3180,3220,40,1.26,67743800,
TLKM,2016-02-22,3195,3180,-15,-0.47,105477300,
TLKM,2016-02-19,3315,3195,-120,-3.62,179256500,
TLKM,2016-02-18,3335,3315,-20,-0.60,94576000,
TLKM,2016-02-17,3335,3335,0,0.00,81659100,
TLKM,2016-02-16,3325,3335,10,0.30,43892400,
TLKM,2016-02-15,3285,3325,40,1.22,104800500,
TLKM,2016-02-12,3430,3285,-145,-4.23,153723600,
TLKM,2016-02-11,3385,3430,45,1.33,109097100,
TLKM,2016-02-10,3375,3385,10,0.30,83792500,
TLKM,2016-02-09,3500,3375,-125,-3.57,71371200,
TLKM,2016-02-05,3350,3500,150,4.48,110951000,
TLKM,2016-02-04,3275,3350,75,2.29,121904700,
TLKM,2016-02-03,3235,3275,40,1.24,65149900,
TLKM,2016-02-02,3330,3235,-95,-2.85,85894700,
TLKM,2016-02-01,3340,3330,-10,-0.30,132389600,
TLKM,2016-01-29,3260,3340,80,2.45,123511400,
TLKM,2016-01-28,3270,3260,-10,-0.31,76642400,
TLKM,2016-01-27,3225,3270,45,1.40,58542700,
TLKM,2016-01-26,3205,3225,20,0.62,88825300,
TLKM,2016-01-25,3185,3205,20,0.63,85792900,
TLKM,2016-01-22,3095,3185,90,2.91,83961900,
TLKM,2016-01-21,3090,3095,5,0.16,75613700,
TLKM,2016-01-20,3110,3090,-20,-0.64,65971300,
TLKM,2016-01-19,3085,3110,25,0.81,57336800,
TLKM,2016-01-18,3085,3085,0,0.00,37695300,
TLKM,2016-01-15,3135,3085,-50,-1.59,88290900,
TLKM,2016-01-14,3190,3135,-55,-1.72,106684400,
TLKM,2016-01-13,3145,3190,45,1.43,74269100,
TLKM,2016-01-12,3060,3145,85,2.78,116904200,
TLKM,2016-01-11,3145,3060,-85,-2.70,89758100,
TLKM,2016-01-08,3210,3145,-65,-2.02,121217800,
TLKM,2016-01-07,3250,3210,-40,-1.23,106056300,
TLKM,2016-01-06,3195,3250,55,1.72,126669200,
TLKM,2016-01-05,3140,3195,55,1.75,111298000,
TLKM,2016-01-04,3105,3140,35,1.13,53937600,
